idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
1721,40,white,married,0,13,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,4.5088553,42,17.358974,5
1724,40,white,married,0,18,college grad,0,SMSA,0,Professional Services,Other,nonunion,12.222217,38,17.673077,9.25
1725,42,white,married,0,16,college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,15.48309,40,19.442307,6.3333335
1729,38,white,married,0,15,not college grad,0,nonSMSA,0,Professional Services,Managers/admin,nonunion,3.8244765,40,11.884616,4.0833335
1732,34,white,single,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,2.8180354,32,6.5320511,.33333334
1737,41,white,single,0,12,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,4.7504005,37,15.557693,10.416667
1738,40,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,3.5829282,20,14.910255,1.75
1740,44,white,married,0,12,not college grad,0,nonSMSA,0,Public Administration,Laborers,nonunion,3.6231885,15,13.461538,5.8333335
1742,39,white,single,0,18,college grad,0,SMSA,0,Professional Services,Sales,,8.3612032,20,15.378205,.91666669
1743,41,white,married,0,12,not college grad,1,SMSA,0,Manufacturing,Managers/admin,nonunion,8.4460526,55,16.826923,3.75
1746,42,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,17.665049,40,18.23077,5.25
1748,43,white,single,1,16,college grad,0,nonSMSA,0,Professional Services,Other,union,8.3574867,50,20.333334,20.333334
1749,36,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,5.2495947,23,4.4807692,2.75
1750,44,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,6.8840547,45,4.9358974,1.5
1752,34,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Laborers,,4.8309178,20,7.1217947,.75
1754,42,white,married,0,16,college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,10.483089,35,12.942307,5.0833335
1755,35,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.6360707,40,11.192307,8.833333
1758,40,white,married,0,12,not college grad,1,SMSA,1,Public Administration,Managers/admin,nonunion,7.3510447,40,12.538462,5.8333335
1759,40,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Craftsmen,nonunion,5.2737517,50,8.2756405,4.25
1760,36,white,married,0,16,college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,8.9882946,40,11.769231,.5
1761,36,white,single,1,17,college grad,0,nonSMSA,0,Professional Services,Other,union,4.9033785,55,13.916667,13.916667
1762,38,white,single,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Craftsmen,nonunion,3.7922699,35,7.8846149,2.6666667
1763,39,white,single,1,18,college grad,0,SMSA,0,Business/Repair Svc,Clerical/unskilled,nonunion,4.0257649,20,16.634615,0
1764,38,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,union,11.151368,40,13.038462,4.1666665
1765,43,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,4.6698866,32,12.211538,8.75
1767,36,white,married,0,17,college grad,0,SMSA,0,,,nonunion,3.0193238,16,6.1602569,3.25
1769,38,white,single,1,14,not college grad,0,nonSMSA,0,Manufacturing,Sales,nonunion,12.38325,40,20.833334,20.833334
1770,37,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,union,5.8615127,40,17.903847,17.75
1776,38,white,married,0,15,not college grad,0,nonSMSA,0,Public Administration,Operatives,,40.198082,40,15.711538,7.1666665
1777,40,white,married,0,11,not college grad,0,nonSMSA,0,Manufacturing,Sales,union,13.550715,40,16.583334,16.583334
1778,44,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Craftsmen,union,10.628017,48,19.833334,19.833334
1779,38,white,married,0,16,college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.6763277,30,14.75,14.75
1780,43,white,married,0,12,not college grad,0,nonSMSA,0,,Operatives,union,11.851846,48,20.391026,16.5
1784,35,not white,single,0,14,not college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,9.6779356,40,14.519232,4.4166665
1785,39,not white,single,1,11,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,4.2270532,40,15.647435,7.6666665
1786,43,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,4.790658,40,7.7179484,1.9166666
1787,38,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,4.7262473,35,7.8269229,1.5
1788,37,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,2.777777,20,5.3525643,.75
1790,40,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,,3.5842295,15,8.0897436,.58333331
1791,34,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,,2.090301,40,13.551281,7.1666665
1792,35,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3.260869,26,6.0576925,1.8333334
1796,36,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,3.0193238,40,8.6923075,1.3333334
1801,39,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,7.21417,24,17.02564,0
1802,36,white,married,0,12,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,6.4814782,46,18.846153,13.666667
1804,41,white,married,0,13,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,40.198082,40,10.198719,2.1666667
1805,40,white,married,0,16,college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,10.772943,35,15.993589,0
1807,38,white,married,0,16,college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,10.257647,40,16.576923,3.75
1810,36,white,married,0,15,college grad,0,nonSMSA,0,Professional Services,Professional/technical,nonunion,10.958127,24,15.02564,15
1814,42,white,married,0,13,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,nonunion,8.2850199,40,7.7884612,4.8333335
1815,45,white,single,0,12,not college grad,0,SMSA,1,Manufacturing,Sales,nonunion,6.1916251,45,13.25,2.1666667
1817,36,white,married,0,12,not college grad,0,SMSA,1,Manufacturing,Operatives,union,7.5281787,40,17.75,17.75
1818,41,white,single,0,12,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,5.4186792,40,10.134615,6.9166665
1819,43,white,single,0,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,union,5.6360707,40,13.884615,13.833333
1822,45,white,single,0,14,not college grad,0,SMSA,1,Public Administration,Sales,nonunion,8.9049911,40,21.083334,21.083334
1823,36,white,married,0,16,college grad,0,SMSA,0,Professional Services,Laborers,nonunion,9.8550701,40,11.384615,8.833333
1825,44,white,married,0,12,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,3.220612,33,9.0769234,.083333336
1826,39,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,5.4186792,40,11.532051,4.5833335
1827,38,white,married,0,18,college grad,0,SMSA,0,Professional Services,Professional/technical,union,9.2995138,40,10.897436,3.8333333
1828,37,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,9.6135225,44,15.903846,15.833333
1829,41,white,married,0,12,not college grad,0,SMSA,0,Construction,Service,nonunion,5.8051524,8,6.0576925,1.4166666
1830,39,white,married,0,18,college grad,0,SMSA,0,Professional Services,Other,union,10.644117,48,16.98077,8.583333
1831,41,white,single,0,12,not college grad,1,nonSMSA,0,,Laborers,,1.6806006,30,6.5769234,1.5833334
1833,38,white,single,1,13,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,10.483089,48,17.75,6.1666665
1842,44,not white,married,0,12,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,6.9887218,40,16.326923,8.666667
1843,43,not white,single,1,12,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,5.0322061,40,18.801283,13.5
1845,40,not white,married,0,11,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,4.2270532,44,8.5128212,1.25
1847,40,not white,single,0,11,not college grad,0,SMSA,0,Wholesale/Retail Trade,Craftsmen,nonunion,2.777777,40,3.4615383,.66666669
1853,36,white,married,0,11,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,7.737515,50,8.9294872,8.916667
1854,35,white,married,0,14,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,3.0100322,30,3.3653846,.66666669
1856,35,not white,married,0,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Sales,union,11.537839,40,9.6794872,4.4166665
1857,44,not white,single,0,9,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,3.0595808,40,5.8782053,3.0833333
1858,40,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,3.6231885,35,14.673077,4.8333335
1860,35,white,married,0,14,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,16.529789,45,17.557692,1.75
1863,39,white,married,0,12,not college grad,0,nonSMSA,0,Transport/Comm/Utility,Laborers,union,20.644119,30,17.083334,17.083334
1864,39,white,single,0,12,not college grad,0,nonSMSA,0,Public Administration,Sales,nonunion,6.8035407,40,15.653846,10.416667
1865,40,white,married,0,17,college grad,1,SMSA,1,Professional Services,Other,union,6.6908193,50,15.602563,.83333331
1866,37,white,married,0,15,not college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,13.405793,32,15.666667,15.666667
1867,35,white,single,0,11,not college grad,0,nonSMSA,0,Professional Services,Laborers,nonunion,5.0161028,32,16.448717,16.416666
1868,43,white,single,1,6,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,2.777777,5,18.961536,3.3333333
1872,40,white,single,1,9,not college grad,0,nonSMSA,0,Manufacturing,Operatives,nonunion,3.220612,40,4.9038463,.083333336
1873,43,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,nonunion,2.0128825,25,18.423077,4.1666665
1875,41,white,married,0,13,not college grad,0,nonSMSA,0,Professional Services,Sales,nonunion,2.2946849,27,8,3.1666667
1876,37,white,married,0,15,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,10.466988,40,14.192307,.5
1878,41,white,married,0,18,college grad,1,SMSA,0,Professional Services,Other,nonunion,11.223828,40,11.596154,1.6666666
1879,35,white,married,0,16,college grad,0,SMSA,0,Professional Services,Other,nonunion,2.801002,12,6.724359,.33333334
1880,37,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,10.2657,20,9.9615383,3.25
1881,37,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,,5.434783,40,19.775639,7.0833335
1882,40,not white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,9.6779356,40,15.814102,2.0833333
1883,42,white,single,0,9,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,3.0434775,32,12.134616,7.4166665
1884,44,white,married,0,16,college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,5.8695626,38,12.980769,4.1666665
1886,36,not white,single,1,12,not college grad,0,SMSA,0,Personal Services,Laborers,nonunion,8.0515299,30,7.6153846,2.3333333
1890,35,white,single,1,12,not college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,11.610305,40,15.371796,11.25
1891,40,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,union,8.0515299,40,19,6.0833335
1892,41,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Operatives,,6.6889634,15,14.346154,4.6666665
1894,39,white,married,0,13,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,8.4299459,40,16.942308,11.666667
1895,39,white,single,0,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Managers/admin,nonunion,10.998388,48,17.999998,5.4166665
1896,36,white,married,0,13,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,4.5088553,40,14.423077,.083333336
1899,41,white,married,0,17,college grad,0,SMSA,0,Professional Services,Other,union,5.1610308,60,11.442307,1.8333334
1905,44,white,married,0,18,college grad,0,nonSMSA,0,Professional Services,Other,union,6.1916251,50,14.384615,2.8333333
1910,39,white,married,0,17,college grad,0,nonSMSA,0,Professional Services,Other,union,6.5056314,50,16.01923,15.833333
1911,38,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Professional/technical,nonunion,5.5555539,40,10.301281,6.8333335
1915,40,white,married,0,18,college grad,0,SMSA,0,Professional Services,Professional/technical,nonunion,11.996774,40,17.288462,11.833333
1918,44,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,6.7632799,22,18.846153,18.833334
1921,44,white,single,1,12,not college grad,0,SMSA,0,Transport/Comm/Utility,Professional/technical,,40.198082,40,26.846151,20.5
1925,34,white,married,0,12,not college grad,0,SMSA,0,Public Administration,Sales,union,6.5056314,38,13.884616,9.333333
1926,41,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,5.6360707,30,10.173077,1.75
1927,38,white,married,0,12,not college grad,0,SMSA,0,Business/Repair Svc,Professional/technical,,13.687601,8,13.108974,1.9166666
1928,45,white,single,1,17,college grad,0,SMSA,0,Professional Services,Other,union,17.02898,40,18.833334,18.833334
1929,36,white,married,0,16,college grad,0,SMSA,0,Professional Services,Other,union,7.1578097,55,15.865385,14.833333
1930,41,white,married,0,16,college grad,0,SMSA,0,Professional Services,Sales,nonunion,10.837358,40,12.878205,6.75
1932,45,white,single,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,,7.1782269,56,14.673077,3.25
1934,40,white,married,0,13,not college grad,0,nonSMSA,0,Business/Repair Svc,Managers/admin,nonunion,11.669997,30,7.9615383,.16666667
1939,39,not white,single,0,12,not college grad,0,SMSA,1,Personal Services,Sales,,3.6231885,30,10.929487,7.4166665
1941,34,not white,married,0,12,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,2.7858286,40,12.743589,7.4166665
1944,37,not white,single,0,11,not college grad,0,SMSA,1,Personal Services,Sales,nonunion,5.5394502,40,10.833333,10.833333
1949,40,not white,single,0,12,not college grad,0,SMSA,1,Professional Services,Laborers,nonunion,3.8647339,15,11.217949,3.3333333
1951,42,not white,single,0,10,not college grad,0,SMSA,0,Business/Repair Svc,Sales,,3.3602147,25,12,0
1953,35,not white,single,1,12,not college grad,0,SMSA,1,Professional Services,Sales,nonunion,1.610306,7,.40384614,.16666667
1957,37,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,3.8727839,40,8.0256414,5.5
1958,35,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Operatives,union,12.077295,40,10.538462,4.9166665
1959,41,white,single,0,12,not college grad,0,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3.5426712,24,4.8012819,2.3333333
1962,45,white,married,0,13,not college grad,0,SMSA,0,Personal Services,Laborers,,2.7616735,15,14.429487,14.166667
1964,45,white,married,0,12,not college grad,0,nonSMSA,0,Manufacturing,Sales,,5.434783,50,18.096153,14.083333
1965,35,white,married,0,12,not college grad,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,,40.198082,40,18.211538,1
1967,40,white,single,1,18,college grad,1,SMSA,1,Construction,Managers/admin,union,11.457324,50,15.762821,3
1968,35,white,married,0,16,college grad,1,nonSMSA,0,Professional Services,Professional/technical,union,9.29146,40,11.423077,8.833333
1970,44,white,married,0,12,not college grad,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,nonunion,2.7858286,20,9.2628212,3.4166667
1973,36,white,single,0,12,not college grad,0,nonSMSA,0,Manufacturing,Operatives,,7.7341142,40,7.9358974,6.6666665
1974,34,white,married,0,17,college grad,0,SMSA,0,Professional Services,Other,union,8.2608652,45,11.429486,.75
1982,37,white,single,1,16,college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,12.479871,40,17.211538,9.333333
1988,42,white,single,0,14,not college grad,0,nonSMSA,0,Personal Services,Transport,,5.6360707,23,15.858975,4.4166665
1989,43,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Sales,,8.3612032,20,.96794868,.16666667
1990,39,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,5.0241528,40,15.538462,0
1994,38,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Craftsmen,nonunion,3.6231885,25,10.461538,3.9166667
1995,37,white,married,0,11,not college grad,0,SMSA,1,Business/Repair Svc,Sales,nonunion,4.5088553,40,6.8782053,3.8333333
1996,45,white,married,0,12,not college grad,0,SMSA,0,Finance/Ins/Real Estate,Sales,nonunion,7.2866311,39,13.339743,2.8333333
1998,37,white,married,0,14,not college grad,0,SMSA,0,Professional Services,Sales,nonunion,4.2189999,22,11.615385,6.6666665
1999,35,white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Sales,nonunion,5.8695626,24,14.358974,13.333333
2000,40,white,married,0,12,not college grad,0,SMSA,0,Construction,Sales,nonunion,7.2463775,40,20.673077,5.5
2001,40,white,single,1,18,college grad,0,SMSA,0,Professional Services,Other,union,10.185181,38,17.173077,8.75
2005,36,white,married,0,12,not college grad,0,SMSA,1,Manufacturing,Operatives,union,5.9983873,47,11.070513,0
2009,39,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,nonunion,7.0289822,50,18.826923,17
2012,39,white,single,0,16,college grad,0,SMSA,0,Professional Services,Sales,,7.7341142,40,14.942308,10.75
2013,37,white,single,0,13,not college grad,0,SMSA,0,Manufacturing,Managers/admin,nonunion,15.136867,45,18.923077,15.25
2015,36,not white,single,0,15,not college grad,0,SMSA,0,Public Administration,Sales,union,7.906601,40,12,11.416667
2016,36,white,single,1,17,college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,11.996774,40,14.083333,12.833333
